,game,model,experiment,episode,metric,value
55,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00004,Main Score,
56,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Request Count,3.0
57,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Parsed Request Count,2.0
58,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Violated Request Count,1.0
59,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Request Success Ratio,0.6666666666666666
60,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Aborted,1.0
61,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Lose,0.0
62,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Success,0.0
63,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Violations Player 1,1.0
64,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Violations Player 2,0.0
65,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Total Violations,1.0
66,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Normalized Utility Player 1,
67,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Normalized Utility Player 2,
68,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Harmonic Mean Score,
69,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00001,Main Score,
70,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Request Count,3.0
71,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Parsed Request Count,2.0
72,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Violated Request Count,1.0
73,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Request Success Ratio,0.6666666666666666
74,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Aborted,1.0
75,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Lose,0.0
76,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Success,0.0
77,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Violations Player 1,1.0
78,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Violations Player 2,0.0
79,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Total Violations,1.0
80,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Normalized Utility Player 1,
81,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Normalized Utility Player 2,
82,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Harmonic Mean Score,
83,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_hard,instance_00000,Main Score,
84,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Request Count,3.0
85,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Parsed Request Count,2.0
86,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Violated Request Count,1.0
87,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Request Success Ratio,0.6666666666666666
88,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Aborted,1.0
89,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Lose,0.0
90,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Success,0.0
91,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Violations Player 1,1.0
92,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Violations Player 2,0.0
93,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Total Violations,1.0
94,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Normalized Utility Player 1,
95,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Normalized Utility Player 2,
96,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Harmonic Mean Score,
97,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00005,Main Score,
98,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Request Count,3.0
99,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Parsed Request Count,2.0
100,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Violated Request Count,1.0
101,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Request Success Ratio,0.6666666666666666
102,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Aborted,1.0
103,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Lose,0.0
104,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Success,0.0
105,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Violations Player 1,1.0
106,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Violations Player 2,0.0
107,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Total Violations,1.0
108,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Normalized Utility Player 1,
109,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Normalized Utility Player 2,
110,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Harmonic Mean Score,
111,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00002,Main Score,
112,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Request Count,3.0
113,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Parsed Request Count,2.0
114,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Violated Request Count,1.0
115,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Request Success Ratio,0.6666666666666666
116,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Aborted,1.0
117,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Lose,0.0
118,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Success,0.0
119,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Violations Player 1,1.0
120,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Violations Player 2,0.0
121,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Total Violations,1.0
122,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Normalized Utility Player 1,
123,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Normalized Utility Player 2,
124,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Harmonic Mean Score,
125,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00003,Main Score,
126,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Request Count,3.0
127,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Parsed Request Count,2.0
128,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Violated Request Count,1.0
129,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Request Success Ratio,0.6666666666666666
130,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Aborted,1.0
131,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Lose,0.0
132,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Success,0.0
133,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Violations Player 1,1.0
134,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Violations Player 2,0.0
135,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Total Violations,1.0
136,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Normalized Utility Player 1,
137,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Normalized Utility Player 2,
138,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Harmonic Mean Score,
139,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00004,Main Score,
140,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Request Count,3.0
141,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Parsed Request Count,2.0
142,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Violated Request Count,1.0
143,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Request Success Ratio,0.6666666666666666
144,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Aborted,1.0
145,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Lose,0.0
146,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Success,0.0
147,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Violations Player 1,1.0
148,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Violations Player 2,0.0
149,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Total Violations,1.0
150,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Normalized Utility Player 1,
151,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Normalized Utility Player 2,
152,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Harmonic Mean Score,
153,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00001,Main Score,
154,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Request Count,3.0
155,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Parsed Request Count,2.0
156,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Violated Request Count,1.0
157,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Request Success Ratio,0.6666666666666666
158,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Aborted,1.0
159,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Lose,0.0
160,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Success,0.0
161,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Violations Player 1,1.0
162,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Violations Player 2,0.0
163,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Total Violations,1.0
164,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Normalized Utility Player 1,
165,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Normalized Utility Player 2,
166,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Harmonic Mean Score,
167,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_reasoning off_hard,instance_00000,Main Score,
168,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Request Count,3.0
169,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Parsed Request Count,2.0
170,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Violated Request Count,1.0
171,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Request Success Ratio,0.6666666666666666
172,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Aborted,1.0
173,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Lose,0.0
174,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Success,0.0
175,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Violations Player 1,1.0
176,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Violations Player 2,0.0
177,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Total Violations,1.0
178,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Normalized Utility Player 1,
179,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Normalized Utility Player 2,
180,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Harmonic Mean Score,
181,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00005,Main Score,
182,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Request Count,3.0
183,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Parsed Request Count,2.0
184,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Violated Request Count,1.0
185,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Request Success Ratio,0.6666666666666666
186,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Aborted,1.0
187,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Lose,0.0
188,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Success,0.0
189,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Violations Player 1,1.0
190,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Violations Player 2,0.0
191,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Total Violations,1.0
192,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Normalized Utility Player 1,
193,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Normalized Utility Player 2,
194,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Harmonic Mean Score,
195,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00002,Main Score,
196,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00003,Request Count,3.0
197,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00003,Parsed Request Count,2.0
198,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00003,Violated Request Count,1.0
199,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00003,Request Success Ratio,0.6666666666666666
200,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_en_negotiation_easy,instance_00003,Aborted,1.0
